Navratri Festival,"A pilgrimage to the holy shrine of Shri Mata Vaishno Devi Ji is considered to be one of the holiest pilgrimage of our times. Popular in the world as Mooh Mangi Muradhay Poori Krne wall Mata, Sh. Mata Vaishno Devi Ji resides in a Holy cave located in the folds of Trikoot Parvat. Due to unflinching faith of devotees who throng the shrine during Navratras, the J&K Tourism Department has instituted the Navratri Festival as an annual event to be held for all the nine auspicious days of the Navratris.

""Navratri"" or ''Navratra"" is a combined word which means ‘nine nights’. In Navratris, during the first three days, the goddess is invoked as a spiritual force called Durga also known as kali in order to destroy all our impurities and vices. During the next three days, the Mother Goddess is adored as a giver of spiritual wealth, Lakshmi, who is considered to have the power of bestowing on her devotees inexhaustible wealth. And the third set of three days is spent in worshipping the goddess of wisdom, Saraswati.

In order to have all-round success in life, believers seek the blessings of all three aspects of the divine femininity, hence the nine nights of worship.

A large number of tourists pay their obeisance to the holy deity of Maa Vaishno Devi Ji during this period. As such, to engage the tourists and to showcase the religious traditions as well as the popular culture of the region among the millions of pilgrims who visit the Vaishno Devi ji Shrine during this period, the festival has been planned accordingly.",12:00,2023-09-26,Katra,JK,https://utsav.gov.in/public/uploads/event_picture_image/event_65/16493082871484267820.jpeg
Iconic House boat festival,"A maga iconic house boat festival will be celebrated  in the last week of september, giving the fact that house boats form a essential part of our heritage. a three days long festival will be held with lit up Shakaras and house boats along with 3D sound and light show. laser show will be highlight of event ",19:00,2023-09-28,Dal lake,JK,https://utsav.gov.in/public/uploads/event_picture_image/event_945/16621116812085016957.jpg
Banihal Cultural Festival,"Banihal Valley is a picturesque dream destination for nature lovers which is filled with nature’s treasures of lush green forests, vast verdant meadows, splendid waterfalls, huge cedar trees, mesmerizing landscapes and scenic mountains. The river valley provides a once in lifetime experience for adventure enthusiasts and angling activities. In an Endeavour to promote this hidden gem of this Himalayan marvel, the Directorate of Tourism Jammu in collaboration with Indian Army and District Administration Ramban is organizing one day Banihal Cultural Festival at Lamber Ground Banihal, Ramban on October 13, 2023. The main highlights of the event are trekking, Cultural Programs and local cuisines in the middest of luscious verdant meadows on the banks of River Beechlari, which is a tributary of Chenab river. The other highlights of the event are local food festival where local mushrooms. grown wildly in this Himalayan region, rice and locally grown Rajma were the Relished platter for the visiting guests. Cultural Programs, trekking and other dance forms also some of the key components of this festival.",10:30,2023-10-13,lamber Ground Banihal,JK,https://utsav.gov.in/public/uploads/event_cover_image/event_1386/1665565498952420044.jpg
"Winter Carnival, Bhaderwah","In order to showcase and highlight the regional culture, heritage and traditions of the area during this period, the Jammu & Kashmir Tourism Department has instituted the Winter Carnival as an annual event to be held for 03 Days in the month of December -January every year.

The Annual event is organized by Baderwah Development Authority in collaboration with the Directorate of Tourism Jammu and the district administration of Doda to promote tourism in Bhaderwah and its surrounding areas.

The three-day carnival coincides with the New Year celebrations amidst snowfall season at Bhaderwah which is a major attraction for the tourists. The event is a confluence of local Dogri art, ethnic cuisines, cultural performances, fun activities, snow games and adventure activities to engage the tourists and showcase indigenous culture during the celebrations.",12:00,2023-12-23,Baderwah,JK,https://utsav.gov.in/public/uploads/event_picture_image/event_111/16496829211589594323.jpeg
Manimahesh Yatra,"The Himalayas is believed to be the abode of Lord Shiva and several peaks bearing the name Kailash across the great mountain chain are held sacred as the place where the Lord resides. The towering Manimahesh Kailash peak at 5656 meters in Bharmaur mountains of Chamba is one of them.

At the foot of the peak is a turquoise lake whose waters are said to have healing properties. After the summer snowmelt opens up a trekking path to the lake, in August-September thousands of pilgrims undertake a pilgrimage to Manimahesh Lake (4190 meters) to pay obeisance and to celebrate being in the divine environment.

A Chhari Yatra starts from Chamba with pilgrims carrying sacred symbols of Lord Shiva and after passing by Bharmaur, slowly wind up their way up on an arduous route to bathe in the icy waters of the lake and worship by a small lakeside temple.

Manimahesh means Lord Shiva’s jewel. On the day of the ritual bathing, under a clear sky, mesmerized believers at dawn witness a dazzling spectacle when the sun rays hit the peak. The large mountain is suddenly illuminated and it appears to be one large diamond. This rare sight has given birth to several myths and also its name ‘Mani’. Spending a night near the lake, it is in the early morning hours of the 15th day of Janamashtmi that pilgrims seek to take a dip in the holy lake. To uphold the mountains sacredness no one attempts to scale it.

From Chamba, Bharmaur is 65 Km and can be reached by bus or a taxi. Motorable transport is possible up to Hadsar, which is 13 Km from Bharmaur. From here on, the remaining journey has to be done on foot with temporary shelters put up along the way for night stays. Dhanchoo, 11 Km from Hadsar, is a day’s trek and to get to the lake you have to climb past Bandar Ghati, Gauri Kund, Shiv Kalotri and Ganesh Ghati.

At Bharmaur, Himachal Tourism runs Hotel Gaurikund - a budget hotel that provides decent accommodation. There are also many private hotels and home stays in and around Bharmaur providing basic accommodation.

The Manimahesh Lake is situated about 35 kilometers from Bharmour in the Budhil Valley. Every year, on the eighth day of the light half of the moon in the month of Bhadon, a fair is held at this lake, which attracts thousands of pilgrims who assemble here to take a dip in the holy water. Lord Shiva is the presiding deity of this Fair/Jatra. He is believed to reside in Kailash. A rock formation in the shape of a Shivling on Kailash is considered to be the manifestation of Lord Shiva. The snowfield at the base of the mountain is called Shiva's Chaugan by the local people.",07:00,2023-08-19,"Manimahesh Lake, Bharmaur, Chamba",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_128/16496861931558945898.jpg
"Shoolini Fair, Solan","The Shoolini fair is held in the month of June and it  is a three-day event that attracts thousands of tourists, pilgrims, traders, rural sports players and others to Solan. A highlight of the fair is the procession where the idol deity is carried around the town in a palanquin. Devotees sing and dance in elation. The Goddess Maa Shoolini halts at her sister's place for three days and then returns to her own domicile.  The return journey of the Goddess to her own temple is celebrated on the last day of Shoolini Mela with even more pomp and grandeur. Solan is situated on the Chandigarh – Shimla highway.

Shoolini Devi, an incarnation of Goddess Durga, is housed in a hill top temple and is the presiding deity of the region. In fact it’s after Shoolini Mata that Solan is named. The main fair is held at the Thodo Ground that tourists and natives attend in large numbers. During the fair cultural programmes, exhibition stalls, sports activities etc. are organized. 

Getting there: Solan can be easily reached by road and train. It is 68 km from Chandigarh and 45 km from Shimla. The narrow gauge heritage Kalka-Shimla train passes through Solan. The nearest airports are at Shimla / Chandigarh.

Places to stay: Close to Solan at Barog, Himachal Tourism operates Hotel ‘Pinewood’, a quiet place for a comfortable stay. There are many private hotels, suiting all budgets, available at Solan. ",16:00,2023-06-22,"Thodo Ground, Solan",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_638/16596016411958594312.JPG
The Tani Jubbar Fair,"Tani Jubbar Lake is a small placid shimmering lake surrounded by deodar tress on the northern and the southern slope and by apple orchards on the western and eastern front. Tani Jubbar Lake is a small yet magnificent water body which is situated at a distance of 70 KMs from Shimla towards Thanedar, Kotgarh. The place is 12 kms from Narkanda. The lake is encircled by a paved pathway, beyond which are gentle slopes covered with Blue Pine and Spruce trees. Tani Jubar lake is famous for the ‘Nag Devta’ temple, where the locals offer prayers to the serpent god. The colorful fair of Tani Jubbar is celebrated annually at Tani Jubbar Lake. Local people and the Deity attend this festival wearing colourful traditional attires. It is enchanting to be greeted by the beautiful serene lake with ancient Nag Devta temple on the other end. People of kotgarh are known for their traditional attire all over the state of Himachal Pradesh. Tani jubbar mela is a great opportunity for an outsider to spot the local women in the vibrantly coloured Rezta-Dhatu (rezta: a gown shaped dress, dhatu: a scarf to cover the head). The place is filled with colours, smiles and the flavor of food items being sold out by the local vendors.

",11:00,2023-05-30,"Tani Jubar Lake, Kotgarh, District-Shimla, Himachal Pradesh",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_824/16614126301019389551.jpg
"Sipi Fair, Mashobra, Shimla","This fair is held every year in Sipur about 2 km from Mashobra near the state capital city Shimla.  It is held every year during mid May i.e. on the 1st of Jayestha (May month) in honour of Sip Devta. It is very old fair and the Rana of Koti used to be the chief visitor. Thousands of people of the surrounding areas participate in the fair. The locals believe that the place has mystical and religious significance.  The glade of Sipur lies below the suburb of Mashobra and there is a beautiful wood and grey-slate temple on this idyllic spot.

The fair provides an opportunity for visitors to experience local culture  & traditions. The visitors pay respect to God Sipi (a local deity) and enjoy various activities like games besides several cultural programmes and  variety shows etc.. Shimla is a popular hill stations of the country and is a famous tourist destination. Mashobra is about 10 km from Shimla city.  

Getting there: Shimla is connected by air, rail and road. It is 120 km from Chandigarh and 375 km from Delhi. A narrow gauge rail track connects Shimla from Kalka.

Places to stay: Shimla city and surroundings has many private budget and premium hotels to ensure a comfortable stay. ‘The Peterhof’ and ‘Hotel Holiday Home’ are two premium hotels run by Himachal Tourism are located in the town. Besides, Shimla city, accommodation options are also available in and around Mashobra and Naldehra.  

",12:00,2023-05-15,Sipur near Mashobra,HP,https://utsav.gov.in/public/uploads/event_picture_image/event_564/16584050071433000789.jpg
Rohru Fair,"This fair is held in Rohru, a town approximately 100 km from Shimla, from 21st April - 23rd April in the vicinity of river Pabbar. In honor of Devta (God) Shikru ji Maharaj, this fair is celebrated by the individuals of adjacent towns who are the followers of the Devta. The fair begins with the Shobha Yatra of Shikru Devta from Gangtoli, a nearby village, to Devta’s Temple. Hundreds of devotees join the procession. It is very old fair and is held to commemorate the supremacy of the deity. This fair is also a commercial one and apart from the performances and cultural activities brisk trading is also done.",13:00,2023-04-21,"Ramleela Ground, Rohru, Shimla (HP)",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_838/16614213081616540037.jpg
"International Shivratri Festival, Mandi","Mandi Shivaratri Fair is an annual renowned international fair that is held for 7 days starting with the Hindu festival of Shivaratri, in the Mandi town of the Indian State of Himachal Pradesh. The festival’s popularity is widespread and hence is known as an international festival. In view of the large number of gods and goddesses that are invited to the festival from its temples, Mandi town has the title of ""Chhoti Kashi"". During the festival the main attractions is the deities coming from all parts of the district. Cultural nights, dance, music games etc. in the day time and evening makes the place mesmerizing. The fair is held at Paddal ground, where shops, exhibitions, games and local traders participate in the fair.

Mandi, popularly known as “Chotti Kashi” due to its similarity with 'Varanasi' in respect of Ghats on the bank of Beas River and temples of Lord Shiva. Mandi, the abode of Baba Bhoot Nath, was known as Mandavya Nagari as Mandav Rishi mediated on a rock, known as Kolsara, in the Beas river. The famous International Shivratri Fair is celebrated every year during months of February/March. Deities from different corners of the District throng this town during the fair. Carried by devotees in colourful palanquins, the congregation of Devta’s is a religious fervour worth witnessing. The festival starts with offerings and prayers at Bhootnath temple. A procession with men wearing colourful turbans during the festivities is a grand spectacle. The Mandi Shivratri has been accorded an International Festival status.

People of Mandi are known for their liveliness and distinct life style embedded in faith and traditions. There are many temples in Mandi Town like Triloki Nath Temple at Purani Mandi, Raja Madhav Temple in DC Office Complex, Bhoot Nath Temple at famous Chouhata Bazar, Tarna Shayamkali Temple on Tarna Hills overlooking Mandi Town, Panchvaktra Mahadev Temple on the confluence of Suketi and Beas River, Ardhanareshwar Temple at Samkhetar Street, Bhimakali Temple at Bheuli. In addition many other temples of archaeological and religious importance can be visited. Historical Ghantaghar, Indira Market, Victoria Bridge and Gurudwara are other famous places of interest in the Town.

",14:00,2023-02-18,"Paddal Ground, Mandi, HP",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_78/16493945991210598945.jpg
"National Winter Carnival, Manali","Manali is one of the most popular destinations of the country. It turns into a ski resort for the winter. To celebrate the season and have the tourists participate, the tourist town does hold the National Level Winter Carnival at Manali from 2nd to 6th January every year.

Started as a local event in the late 1970s but by the turn of the century the Manali Winter Carnival had become a popular event that brought together the natives and tourists as a harmonious community. It has grown in stature and now is celebrated as a national level festival of the State. Many tourists, honeymoon couples, beauty pageant aspirants, dance and cultural troupes, and winter sport enthusiasts do participate in the carnival. The objective of Manali Winter Carnival is to showcase the rich cultural-heritage of Himachal Pradesh. Colorful and fun filled programs like Carnival Parade, Winter Queen contests, cultural programmes, sports activities etc. are the major attraction of the Carnival. Manali can be reached by road and air, the airport being at Bhuntar, 50 kms away. Manali is 40 km from Kullu, 575 kms from Delhi, 320 km from Chandigarh and 260 kms from Shimla. Joginder Nagar, the nearest narrow gauge railhead, is 160 km from Manali. The Atal Tunnel, Rohtang is near to Manali. In the surroundings of Manali one can visit Naggar, Vashishth, Solang Valley, Rohtang Pass and Lahaul valley via Atal Tunnel.

Places to stay: Himachal Tourism operates ‘Hotel Kunzum’, a deluxe hotel in the heart of the city, ‘Hotel Beas’ and ‘Tourist Lodge’ as budget accommodation, and ‘Hotel Manalsu’, ‘Hamta Cottages’, ‘Hadimba Cottages’ and ‘Log Huts’ as premium stay options in Manali. The resort has plenty of private hotel and guest house accommodation available. Home stay accommodation is also available in the area.",12:00,2023-01-02,"Manu Rangshala, Manali",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_123/16496852261408906613.jpg
"Himalayan Festival, Dharamshala","The Himalayan Festival is organized annualy at Mcleodganj near Dharamshala in the month of December to celebrate the conferment of Nobel Peace prize on His Holiness the Dalai Lama. During the festival cultural performances are organized. Dharamshala is situated at a wonderful location and is a beautiful and peaceful town, spread at different levels and surrounded by forests of pine. Dharamshala provides a range of interesting activities for visitors, with the lower end of the town, at a height of 1250m above sea level, acting as the busy commercial part of the city, while the upper suburbs with charming old world names like Forsythganj and Mcleodganj are not too far below the snow line. The massive snow capped peaks of the Dhauladhars rise like giant waves of a frozen ocean, providing the town with breathtaking views. Dharamshala is a hill station with great variations in altitudes, temperature and character, making it a popular tourists destination.

The colonial aura of Forsythganj is in sharp contrast to Mcleodganj, a charming Tibetan settlement with bustling bazaar that sell varied handicrafts and delicious Tibetan food. A giant prayer wheel ornaments the main street and in the monastery, a serene statue of the lord Buddha presides over the gentle chanting of the monks. Mcleodganj area has the School of Tibetan Studies with rare manus and ancient texts, the Tibetan Institute for the Performing Arts and Handicrafts Centre. A visit to the museum in Dharamshala is a must see for tourists interested in Kangra Paintings.

In and around Dharamshala-Mcleodganj, one can visit Cricket Stadium, War Memorial, Kunal Pathri, Kangra Art Museum, Dal Lake, Naddi, St. John Church at Forsythganj, Monastery at Mcleodganj, Bhagsu Nag Temple, Dharamkot, Triund etc. Mcleodganj is 9 km from Dharamshala.  Nearest Airport is Kangra Airport at Gaggal (15 km from Dharamshala).

In and around Dharamshala-Mcleodganj, there is plenty of hotel accommodation options are available.",13:00,2023-01-03,TIPA near Mcleodganj,HP,https://utsav.gov.in/public/uploads/event_picture_image/event_641/16596059841517007454.jpeg
"International Lavi Fair, Rampur","A sprawling township on the banks of Sutlej River, Rampur Bushehar is the gateway to Kinnaur and Spiti. The town was founded as a trading outpost and Lavi Fair is the outcome of a treaty signed between Bushehar and Tibet. Lavi fair of Rampur is the most important fair held every year in the district Shimla of the State of Himachal Pradesh. It is a commercial fair held on the 25th of Kartika (November month). The fair is held for four days (11th to 14th November) and has been accorded an international fair status.

It is said that the fair was related to the signing of trade treaty between the erstwhile Bushahr State and Tibet. The shepherds of Kinnaur migrate to warmer places before the onset of winter and on their way they halt at Rampur. The woolen goods, dry fruits and medicinal herbs brought by them are purchased by the people and the traders of the plains and food grains, clothes and utensils are sold. It is a very old fair and entirely related to the sale and purchase of goods.

Good grade pashmina wool, woollen garments, dry fruits, spices, goods imported from Tibet and the sure footed Chumurthi mountain horses have a ready market at the fair. Before the 1962 Indo-China war, Tibetan gold, rare gemstones and Tibetan artefacts used to be traded for wheat, salt and other Indian merchandise at the fair. Penetration of roads and closing of the Indo-Tibetan border has reduced the fairs traditional wares.

In the evenings, cultural nights are held where troupes put up entertaining performances. ‘Natti’ dances and cultural shows are the main attractions.



Getting there: Rampur can be reached by road only and is 130 km from Shimla. The nearest airport and railhead is at Shimla.

Sarahan (40 km approx), a tourist destination, is easily accessible from Rampur.Far below in the valley tumbles the river Sutlej. Across lie the snow-covered Shrikhand peaks and a host of other mountains that divide the Sutlej and Beas valleys. This is an area closely connected with the epic Mahabharata and the exile of the Pandavas. Sarahan itself is surrounded by fields and orchards, and small villages with remarkable examples of local architecture. Sarahan is revered as one of the fifty-one Shaktipeeths and the temple of Sri Bhimakali is a resplendent example of indigenous building skills. For several centuries this was also the capital of the former princely state of Bushair. Himachal Tourism’s hotel The Srikhand & cottage is available at Sarahan.

Places to stay: ‘Hotel Bushehar Regency’, run by Himachal Tourism, offers a comfortable stay at Rampur. Plenty of private hotel and guest house accommodation is available in the area.

",14:00,2023-11-11,"Lavi Mela Ground, Rampur
",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_79/1649394934137092663.jpeg
Shri Renuka ji International Fair,"Tucked away in the rolling hills of Shiwalik ranges, Renuka ji with its holy lake, about 40 km from the district headquarter Nahan is a quiet scenic place. The lakeside temple of Devi Renuka ji here reveres the mother of Lord Parshuram.

The International Renuka Ji Fair celebrated every year in the first fortnight of November (after 10 days of Diwali). It is five days fair. Thousands of devotees gather here every year to worship their beloved gods and goddesses. The fair brings in lots of positive vibes and relaxation to the localities here. Winters spring up by this time and they also get a relief from their daily chores and routines.

Apart from the religious significance, the fair is all packed with numerous activities and events. Dance, Music, Local dancer Kariyala, Shopping markets, Exhibitions, and many other programs are organized on the banks of Renuka Lake. Processions of five local deities visit the Devi’s temple during the fair. A number of food kiosks and entertainment pavilions are also set up for visiting pilgrims. Thus, there is a wholesome entertainment and amusement for the tourists and visitors.

On the first day the idol of Parshuram is taken in a decorated silver palanquin from the Jamu village to the banks of the Giri River. The other local deities reach the spot before he does, and then together they go to the site of the fair and then festivities continue. Thousands of Tourists and Devotees visit the Renuka Ji Fair.

The belief is that to meet his mother, Parshuram visits the lake at the time when the fair is held. Idols of Renuka ji and Parshuram are taken out in a procession for a dip into the lakes sacred waters. Renuka ji is the largest natural lake of Himachal Pradesh and the fair is a good opportunity to witness the rich culture of the region. This sacred oval shaped lake has a circumference of 2.5 km (approx).

Situated amidst lush green forests of Indian Himalayas, the surroundings of the Lake offers an excellent venue to tourists for the adventure sports like trekking and mountaineering. The surrounding hills of Renuka Lake supports variety of plant and animal life. By seeing the abundance availability of wild life in the region, the state government of Himachal Pradesh has constructed a mini Zoo. There are variety of species kept in the zoo for the attraction of visitors. Boating in Renuka lake is main attraction for the tourists visiting Renuka ji.

Shri Renuka ji is well connected with road network. It is 315 km from Delhi and 40 km (approx) from Nahan, the district head quarter of Sirmaur.

The nearest bus stand from Renuka ji is at Dadahu (2 km).",15:00,2023-11-12,Shri Renuka Ji,HP,https://utsav.gov.in/public/uploads/event_picture_image/event_126/16496856281449284441.jpg
